Category	Function	Gene abbreviation	P_1131a Function presence	P_1161b Function presence	P_125 Function presence	P_126 Function presence	P_130 Function presence	P_17a Function presence	P_1CM17D Function presence	P_2102 Function presence	P_2103 Function presence	P_2CM32C Function presence	P_2CM36K Function presence	P_2CM37A Function presence	P_2CM41L Function presence	P_303 Function presence	P_802 Function presence	P_A22 Function presence	P_A25 Function presence	P_AC163 Function presence	P_ACER1 Function presence	P_APAL1 Function presence	P_APM04 Function presence	P_B7P1 Function presence	P_B95 Function presence	P_BMB Function presence	P_BZA4 Function presence	P_BZB3 Function presence	P_BZK2 Function presence	P_C2R02 Function presence	P_CNAT218 Function presence	P_CNAT2181 Function presence	P_CNAT241 Function presence	P_CNC920 Function presence	P_CO109Y Function presence	P_CO133X Function presence	P_CO302Y Function presence	P_CO325X Function presence	P_CO342X Function presence	P_CO348 Function presence	P_Cn537 Function presence	P_CnMc713 Function presence	P_CnMc715 Function presence	P_CnMc737 Function presence	P_D15MCD2 Function presence	P_DL2H1 Function presence	P_DL2H22 Function presence	P_DL2H6 Function presence	P_DSM Function presence	P_EB27 Function presence	P_ECSMB14103 Function presence	P_EKP108 Function presence	P_FE4 Function presence	P_G4 Function presence	P_HMSA03 Function presence	P_Hal040 Function presence	P_JC28 Function presence	P_JC3 Function presence	P_JC31 Function presence	P_JW3 Function presence	P_KMM661 Function presence	P_M1318928 Function presence	P_M1400202 Function presence	P_M8 Function presence	P_MB47 Function presence	P_MEBiC03607 Function presence	P_MM172 Function presence	P_MMG024 Function presence	P_McH142 Function presence	P_McH17 Function presence	P_N12309 Function presence	P_NBRC102222 Function presence	P_NBRC12985 Function presence	P_NJ631 Function presence	P_OANN1 Function presence	P_OF5H5 Function presence	P_OF7H1 Function presence	P_OFAV1 Function presence	P_OOF1S7 Function presence	P_Of11M6 Function presence	P_Of5H6 Function presence	P_Of7M16 Function presence	P_P111 Function presence	P_P18 Function presence	P_P19 Function presence	P_P94 Function presence	P_PA2MD11 Function presence	P_PAST1 Function presence	P_PPB1 Function presence	P_Ps84H4 Function presence	P_R96 Function presence	P_S2893 Function presence	P_S3173 Function presence	P_S3178 Function presence	P_S3260 Function presence	P_SCSIO11900 Function presence	P_SCSIO43088 Function presence	P_SCSIO43101 Function presence	P_SCSIO43201 Function presence	P_SDCH90 Function presence	P_SG411 Function presence	P_SG412 Function presence	P_SG415 Function presence	P_SG416 Function presence	P_SG418 Function presence	P_SG431 Function presence	P_SG433 Function presence	P_SG434 Function presence	P_SG435 Function presence	P_SG436 Function presence	P_SG437 Function presence	P_SG438 Function presence	P_SG441 Function presence	P_SG4417 Function presence	P_SG444 Function presence	P_SG445 Function presence	P_SG448 Function presence	P_SG451 Function presence	P_SG452 Function presence	P_SG453 Function presence	P_SG455 Function presence	P_SG456 Function presence	P_SK18 Function presence	P_SK20 Function presence	P_SMS1 Function presence	P_SR411 Function presence	P_SR414 Function presence	P_SR415 Function presence	P_SR416 Function presence	P_SR417 Function presence	P_SR418 Function presence	P_SR432 Function presence	P_SR433 Function presence	P_SR435 Function presence	P_SR436 Function presence	P_SR437 Function presence	P_SR442 Function presence	P_SR445 Function presence	P_SR448 Function presence	P_SR451 Function presence	P_SR454 Function presence	P_SR455 Function presence	P_SR456 Function presence	P_SW010604 Function presence	P_Scap03 Function presence	P_SiA1 Function presence	P_TB25 Function presence	P_UG31 Function presence	P_UG32 Function presence	P_XMcav11Q Function presence	P_XMcav2N Function presence	P_XMcav2N2 Function presence	P_agarivorans_DSM14585 Function presence	P_agarivorans_NW4327 Function presence	P_agarivorans_S816 Function presence	P_aliena_EH1 Function presence	P_aliena_SW19 Function presence	P_amylolytica_JW1 Function presence	P_arctica_A3712 Function presence	P_arctica_NECBIFX0059 Function presence	P_arctica_NECBIFX2020001 Function presence	P_arctica_NECBIFX2020017 Function presence	P_aurantia_208 Function presence	P_aurantia_S3788 Function presence	P_aurantia_S3790 Function presence	P_aurantia_S3895 Function presence	P_bablabjr004 Function presence	P_bablabjr010 Function presence	P_bablabjr011 Function presence	P_citrea_DSM8771 Function presence	P_citrea_S2231 Function presence	P_citrea_S2233 Function presence	P_distincta_16SW7 Function presence	P_distincta_22A13 Function presence	P_distincta_ATCC700518 Function presence	P_distincta_KMM3548 Function presence	P_distincta_LMG14908 Function presence	P_donghaensis_HJ51 Function presence	P_espejiana_DSM9414 Function presence	P_flavipulchra_ATCCBAA314 Function presence	P_flavipulchra_LMG20361 Function presence	P_flavipulchra_NCIMB2033 Function presence	P_flavipulchra_S1925 Function presence	P_flavipulchra_SCSIO43202 Function presence	P_fuliginea_KMM216 Function presence	P_fuliginea_S2292 Function presence	P_galatheae_S4498 Function presence	P_gelatinilytica_NH153 Function presence	P_kknpp56 Function presence	P_lipolytica_CSB02KR Function presence	P_lipolytica_LMEB39 Function presence	P_luteoviolacea_2ta16 Function presence	P_maricaloris_LMG19692 Function presence	P_neustronica_PAMC28425 Function presence	P_neustronica_SM1927 Function presence	P_ostereae_hOe124 Function presence	P_ostereae_hOe125 Function presence	P_ostereae_hOe66 Function presence	P_peptidolytica_DSM14001 Function presence	P_peptidolytica_F1250A1 Function presence	P_peptidolytica_NBRC101021 Function presence	P_phenolica_KCTC12086 Function presence	P_phenolica_OBC302 Function presence	P_phenolica_S1093 Function presence	P_phenolica_S1189 Function presence	P_phenolica_S3663 Function presence	P_phenolica_S3898 Function presence	P_piratica_OCN003 Function presence	P_porphyrae_MNAD16 Function presence	P_rhizosphaerae_hCg42 Function presence	P_rubra_DSM6842 Function presence	P_rubra_S1946 Function presence	P_rubra_S2471 Function presence	P_rubra_SCSIO_6842 Function presence	P_ruthenica_LMG19699 Function presence	P_ruthenica_S2756 Function presence	P_ruthenica_S3245 Function presence	P_scap25 Function presence	P_scap26 Function presence	P_shioyasakiensis_28 Function presence	P_shioyasakiensis_BMC2 Function presence	P_shioyasakiensis_BMC3 Function presence	P_shioyasakiensis_BMC4 Function presence	P_shioyasakiensis_BMC5 Function presence	P_shioyasakiensis_G21653S1 Function presence	P_shioyasakiensis_LC2 Function presence	P_shioyasakiensis_M1400201 Function presence	P_spongiae_SAO44 Function presence	P_spongiae_UST010723006 Function presence	P_tetradonis_CSB01KR Function presence	P_translucida_KMM520 Function presence	P_tunicata_D2 Function presence	P_undina_DSM6065 Function presence	P_undina_NEM01 Function presence	P_undina_NEM02 Function presence	P_viridis_BBR56 Function presence	P_xiamenensis_PSDB Function presence
Complex carbon degradation	Endohemicellulases	alpha-D-xyloside xylohydrolase	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
Complex carbon degradation	Other oligosaccharide degrading	beta-xylosidase	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Absent	Present	Absent	Absent	Present	Present	Absent	Present	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
Complex carbon degradation	Other oligosaccharide degrading	beta-mannosidase	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
Complex carbon degradation	Other oligosaccharide degrading	beta-galactosidase	Present	Absent	Present	Present	Present	Present	Present	Absent	Absent	Present	Absent	Present	Present	Present	Absent	Absent	Absent	Present	Present	Absent	Present	Present	Absent	Absent	Present	Absent	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Present	Absent	Absent	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Present	Present	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Present	Present	Present	Absent	Present	Absent	Present	Absent	Present	Absent	Present	Absent	Present	Absent	Present	Present	Present	Present	Present	Present	Absent	Absent	Present	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Absent	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
Complex carbon degradation	Amylolytic enzymes	alpha-amylase	Present	Present	Present	Absent	Present	Present	Present	Absent	Absent	Present	Absent	Present	Present	Absent	Absent	Present	Present	Absent	Absent	Absent	Present	Absent	Present	Present	Absent	Present	Absent	Present	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Present	Absent	Present	Present	Absent	Absent	Present	Present	Present	Present	Absent	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Absent	Absent	Present	Present	Absent	Absent	Present	Absent	Present	Present	Absent	Present	Absent	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Absent	Present	Present	Absent	Absent	Present	Absent	Present	Present	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Present	Present	Present	Present	Present	Absent	Absent	Present	Absent	Present	Present	Absent	Present	Present	Present	Present	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Present	Absent	Present	Present	Absent	Absent	Absent	Present	Present	Absent	Present	Absent	Present	Present	Present	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Present	Present	Absent	Present	Absent	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Present
Complex carbon degradation	Amylolytic enzymes	glucoamylase	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Present
Complex carbon degradation	Amylolytic enzymes	pullulanase	Absent	Absent	Absent	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Present	Absent	Present	Present	Present	Absent	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Present	Absent	Present	Present	Present	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Present	Absent	Absent	Present	Absent	Present	Absent	Absent	Present	Absent	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Absent	Absent	Present	Absent	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Present	Present	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent
Complex carbon degradation	Amylolytic enzymes	isoamylase	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Absent	Present	Present	Absent	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Present	Present	Present	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Absent	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Absent	Present	Present	Absent	Present	Present	Present	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Absent
Complex carbon degradation	Chitin degrading	chitiniase	Absent	Present	Absent	Present	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Absent	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Present	Present	Present	Absent	Present	Absent	Absent	Absent	Present	Absent	Present	Absent	Present	Absent	Present	Absent	Present	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Present	Present	Present	Present	Absent	Absent	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Present	Present	Present	Present	Present	Present
Complex carbon degradation	Chitin degrading	hexosaminidase	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present
Fermentation	Pyruvate oxidation	porA	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
Fermentation	Alcohol utilization	adh	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Present	Absent	Present	Present	Absent	Absent	Present	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Present	Present	Present	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent
